,user location,language,text,lng,user utc offset,lat,user,,id,created_at,lemmas,user time zone
,-21600.0,en,Track of Super Typhoon #Haiyan track. (H/T @wxbrad) http://t.co/bfsWsmIi7W,-96.93381955,"McLoud/Shawnee, Oklahoma",35.33355845,mikeyhutchens09,,'398297861810450432',1383767784.0,"['track', 'super', 'typhoon', 'haiyan', 'track', 'http://t.co/bfswsmii7w']",Central Time (US & Canada)
,,tl,Ready na po siya for super typhoon Yolanda..Siya nalang hahaha! Peace be with you! #Guilty #PorkBarrel http://t.co/zMOG7Outob,124.88372759999999,Tacloban City,11.7806287,zhaissyfaye,,'398297890726354944',1383767791.0,"['ready', 'siya', 'super', 'typhoon', 'yolanda', 'siya', 'nalang', 'hahaha', 'peace', 'guilty', 'porkbarrel', 'http://t.co/zmog7outob']",
,28800.0,tl,"Almost a hundred M ang napupunta sa mga walang kwentang tao. Pero yung mga nasalanta ng bagyo, lindol or etc. almost 10M lang.",121.05593378,"Philippines, MNLA",14.36150693,jeromegalicia,,'398297895918505984',1383767793.0,"['ang', 'napupunta', 'mga', 'walang', 'kwentang', 'tao', 'pero', 'yung', 'mga', 'nasalanta', 'bagyo', 'lindol', 'lang']",Hong Kong
,28800.0,en,"""@ANCALERTS: Typhoon Yolanda to leave PH Area of Responsibility on Sunday #YolandaPH"" - nice! Coz i want no rain on my birthday.",123.88808529999999,Cebu City,10.3103465,Reinaleah,,'398297911324196865',1383767796.0,"['typhoon', 'yolanda', 'leave', 'area', 'responsibility', 'sunday', 'yolandaph', 'nice', 'coz', 'want', 'rain', 'birthday']",Beijing
,-32400.0,tl,Di na daw dadaan sa Samar si #Yolanda doon na daw sya dadaan sa Senate hearing ni Napoles para tangayin na! #PatrolPork,125.8199299,"Tagum, Davao Philippines",7.432639200000001,Gevbaboy,,'398298138630299648',1383767850.0,"['daw', 'dadaan', 'samar', 'yolanda', 'doon', 'daw', 'sya', 'dadaan', 'senate', 'hearing', 'napoles', 'para', 'tangayin', 'patrolpork']",Alaska
,-10800.0,tl,"Despite the threat of Typhoon Yolanda, padayon ra jud ko sa pag.pangadorno sa among christmas tree... http://t.co/nrbW0PC74a",123.6159064,cebu philippines,10.0164581,jaris_official,,'398298139125612544',1383767851.0,"['despite', 'threat', 'typhoon', 'yolanda', 'padayon', 'jud', 'pag.pangadorno', 'christma', 'tree', 'http://t.co/nrbw0pc74a']",Greenland
,28800.0,tl,My bagyo na at lahat pero c napoles todo deny pa rin.,122.75519059999999,Roxas City,11.580717100000001,lovemejhaynee,,'398298187464597504',1383767862.0,"['bagyo', 'lahat', 'pero', 'napole', 'todo', 'deny', 'rin']",Singapore
,-28800.0,tl,"""@PeanutBitterLOL: DI NADAW MO ARIG VISAYAS SI YOLANDA, MO DIRITSO NLNG DAW SHA DDTO SA HEARING NI NAPOLES.""",124.0016449,"Cebu, Philippines  ",10.3973076,heychiinana,,'398298193403727872',1383767863.0,"['nadaw', 'arig', 'visayas', 'yolanda', 'diritso', 'nlng', 'daw', 'sha', 'ddto', 'hearing', 'napoles']",Pacific Time (US & Canada)
,28800.0,tl,@Saaaamsays hala noh. I hop mawala nanas Yolanda bah. :(,123.89789240000002,Cebu Phils,10.3303929,claingclaire,,'398298214056472576',1383767868.0,"['hala', 'noh', 'hop', 'mawala', 'nana', 'yolanda', 'bah']",Beijing
,-28800.0,tl,"Sana pag pasok ni #Yolanda sa Pinas, tangayin yung tinutuluyan ni #Napoles para matapos na yan.",-122.48095262,"San Francisco, CA",37.78444771,Eli_Imperial,,'398298255110328320',1383767878.0,"['sana', 'pag', 'pasok', 'yolanda', 'pinas', 'tangayin', 'yung', 'tinutuluyan', 'napoles', 'para', 'matapos', 'yan']",Pacific Time (US & Canada)
,28800.0,en,"RT @cebudailynew Daanbantayan and Medellin in #Cebu are asked to take extra precaution. Eye of #YolandaPH is set to pass by there.""",123.8974562,Cebu Phils,10.3304142,claingclaire,,'398298303390953472',1383767890.0,"['daanbantayan', 'medellin', 'cebu', 'ask', 'extra', 'precaution', 'eye', 'yolandaph', 'set', 'pass']",Beijing
,-32400.0,tl,WHAT IF KAYA PAPARARING DITO SA PINAS SI YOLANDA AY DAHIL EXCLUSIVE NIYANG SUSUNSUIN SI NAPOLES PAPUNTANG KARAGATAN DI BA GUYS NO,121.24765959999999,UPLB | Philippines,14.1745499,benjocadag,,'398298496094064640',1383767936.0,"['kaya', 'papararing', 'dito', 'pinas', 'yolanda', 'dahil', 'exclusive', 'niyang', 'susunsuin', 'napoles', 'papuntang', 'karagatan', 'guys']",Alaska
,28800.0,en,"""@ANCALERTS: PAGASA 11am bulletin: Typhoon Yolanda maintains its intensity as it threatens Eastern Visayas #YolandaPH""",123.8946378,"Tudels/Cebu/Upal, Philippines",10.2996234,moniqueislove,,'398298498224775168',1383767936.0,"['pagasa', 'bulletin', 'typhoon', 'yolanda', 'maintain', 'intensity', 'threaten', 'eastern', 'visayas', 'yolandaph']",Singapore
,,tl,Kusog sa hangin oi. Lord please protect us. #YolandaPH @ Biscom http://t.co/2nQ4YXgQGB,122.86379209999998,Negros Occidental,10.1963884,happychaw,,'398298545570459648',1383767947.0,"['kusog', 'hangin', 'lord', 'protect', 'yolandaph', 'biscom', 'http://t.co/2nq4yxgqgb']",
,,tl,Hindi pa nga dumarating si Aling Yolanda eh paubos na ang grinocery ko . Lol. #pataygutom #yolandaPH,123.9099778,Cebu ,10.3332047,JInferido,,'398298555950981120',1383767950.0,"['hindi', 'nga', 'dumarat', 'yolanda', 'paubos', 'ang', 'grinocery', 'lol', 'pataygutom', 'yolandaph']",
,28800.0,tl,Yolanda paki tanggay na nga to si #Napoles ngayon din! ,121.00605759999999,South,14.618093099999998,tintinvitug,,'398298651966976000',1383767973.0,"['yolanda', 'paki', 'tanggay', 'nga', 'napoles', 'ngayon', 'din']",Beijing
,28800.0,tl,Mas matindi pa ata si Napoles kay 'Yolanda' harhar,123.9189383,"Central Visayas, Cebu City",10.33723638,iggyb0i07,,'398298656605892608',1383767974.0,"['mas', 'matindi', 'ata', 'napoles', 'kay', 'yolanda', 'harhar']",Singapore
,-32400.0,en,"""@ANCALERTS: Typhoon Yolanda to leave PH Area of Responsibility on Sunday #YolandaPH""",120.9463561,bacoor cavite,14.432426999999999,knayieco,,'398298783915577344',1383768004.0,"['typhoon', 'yolanda', 'leave', 'area', 'responsibility', 'sunday', 'yolandaph']",Alaska
,28800.0,tl,Oh gggg! #yolanda bukas kna dumaan ng capiz. Ur visit is not appreciated! My duty pa ako mamaya. #YolandaPH,122.75519059999999,Roxas City,11.580717100000001,lovemejhaynee,,'398298790454513664',1383768006.0,"['gggg', 'yolanda', 'bukas', 'kna', 'dumaan', 'capiz', 'visit', 'appreciate', 'duty', 'ako', 'mamaya', 'yolandaph']",Singapore
,28800.0,tl,"Dear bagyong yolanda, sa hearing ni napoles ka na lang dumerecho.",125.61563253,Philippines,7.07770228,PrinceLouie18th,,'398298865184407552',1383768024.0,"['dear', 'bagyong', 'yolanda', 'hear', 'napole', 'lang', 'dumerecho']",Hong Kong
,,tl,di nmn aq takot sa ulan.. sa hangin lng.. malakas daw eh #YolandaPH,123.8391702,,10.2371866,chiyozoa,,'398298889477832704',1383768029.0,"['nmn', 'takot', 'ulan', 'hangin', 'lng', 'malakas', 'daw', 'yolandaph']",
,28800.0,en,Who's trending? #Yolanda or #Napoles ??,121.00386352,Republic of the Philippines,14.44250247,XedAmora,,'398298942015680512',1383768042.0,"['trend', 'yolanda', 'napole']",Hong Kong
,0.0,tl,"NAPOLES, mAlakAs kpA sA signAl nO. 4 n bAgyOng yOlAndA ",121.05323143,quezon city,14.62858052,collide10,,'398298966317477888',1383768048.0,"['napoles', 'malakas', 'kpa', 'signal', 'no.', 'bagyong', 'yolanda']",London
,-32400.0,en,Yolanda's here. Rain :/,122.46874150000001,"O -town, ILO",10.7023399,elaymsay,,'398299035762561024',1383768064.0,"['yolanda', 'rain']",Alaska
,28800.0,tl,#DalhinSiNapolesSaWesternVisayas at ipain sa bagyo.,121.020398,Makati City,14.557012799999999,NoOtherNico,,'398299139542233088',1383768089.0,"['dalhinsinapolessawesternvisayas', 'ipain', 'bagyo']",Beijing
,-32400.0,tl,BAGYONG #YolandaPH lamunin si #Napoles !!! Ora mismo!,120.4189283,Philippines,17.5461491,KingKristianos,,'398299327166042113',1383768134.0,"['bagyong', 'yolandaph', 'lamunin', 'napoles', 'ora', 'mismo']",Alaska
,-18000.0,tl,Hahaha da pag laag inig bagyo.,123.8819624,Cebu City,10.3121037,zayleejakal,,'398299340956893184',1383768137.0,"['hahaha', 'pag', 'laag', 'inig', 'bagyo']",Eastern Time (US & Canada)
