(0, 1.0)
(145, 0.31998789)
(260, 0.03317529)
(341, 0.029760182)
(98, 0.028239194)
(196, 0.02762541)
(47, 0.026542852)
(61, 0.025931614)
(277, 0.025849838)
(60, 0.025304412)
(132, 0.022684321)
(134, 0.022291906)
(116, 0.022010222)
(170, 0.021706954)
(54, 0.021494769)
(281, 0.020168561)
(84, 0.016382169)
(119, 0.015370129)
(194, 0.014313549)
(112, 0.014032945)
(101, 0.01330433)
(319, 0.013014924)
(213, 0.01301207)
(240, 0.01213545)
(58, 0.011947511)
(286, 0.011716492)
(105, 0.011320602)
(11, 0.011311227)
(63, 0.011179896)
(62, 0.010270841)
(165, 0.010103807)
(311, 0.010084302)
(160, 0.0098961275)
(142, 0.0096739409)
(36, 0.0092623122)
(139, 0.0092125814)
(310, 0.0092033911)
(296, 0.008995885)
(162, 0.0088836327)
(332, 0.0088720955)
(122, 0.0087734051)
(19, 0.0082652029)
(104, 0.008260332)
(167, 0.0078506833)
(222, 0.0074414797)
(86, 0.0072547738)
(158, 0.0072416738)
(57, 0.0071423315)
(226, 0.0071177632)
(272, 0.0065714009)
(325, 0.006317392)
(95, 0.0054748533)
(304, 0.0054664668)
(12, 0.0054407548)
(258, 0.0053022373)
(274, 0.0051150592)
(152, 0.0050315019)
(48, 0.0050016195)
(13, 0.0049943328)
(268, 0.0049382597)
(256, 0.0049067084)
(187, 0.004697972)
(314, 0.0046541709)
(198, 0.0045932001)
(237, 0.0043130657)
(92, 0.0042162309)
(315, 0.0041885832)
(201, 0.0039542653)
(333, 0.0038006548)
(159, 0.00375925)
(140, 0.0037422739)
(174, 0.0037422739)
(252, 0.0035015065)
(244, 0.0034775734)
(317, 0.003425404)
(217, 0.0034029968)
(120, 0.0033686794)
(273, 0.0033599082)
(267, 0.0032706345)
(236, 0.0032667795)
(321, 0.0032145344)
(247, 0.0031822901)
(259, 0.003069764)
(149, 0.0030422434)
(30, 0.0030062255)
(326, 0.003000766)
(297, 0.0029268377)
(71, 0.0028746454)
(180, 0.0027402369)
(124, 0.0026622824)
(73, 0.0026498334)
(108, 0.00262741)
(308, 0.0025898777)
(26, 0.0024897233)
(9, 0.0024791826)
(77, 0.0024619568)
(65, 0.0024550576)
(148, 0.002378281)
(320, 0.0023736097)
(154, 0.0021531368)
(28, 0.002132548)
(130, 0.002132548)
(318, 0.0021054214)
(246, 0.0019481089)
(111, 0.0019236677)
(229, 0.0019235439)
(135, 0.001892752)
(56, 0.0017551463)
(207, 0.001692147)
(168, 0.0016741809)
(39, 0.001615488)
(20, 0.0015904815)
(191, 0.0015904815)
(298, 0.0015904815)
(282, 0.0015735924)
(278, 0.0014765151)
(223, 0.0014678128)
(44, 0.0014551864)
(220, 0.0014384091)
(100, 0.0014137742)
(279, 0.0012705624)
(195, 0.0010300633)
(342, 0.0010277359)
(53, 0.00099968957)
(156, 0.00084943883)
(41, 0.00083966227)
(225, 0.00080319121)
(138, 0.00077661872)
(197, 0.00075937808)
(14, 0.00073842332)
(161, 0.0006861724)
(181, 0.00067475805)
(299, 0.00067475805)
(339, 0.00066644978)
(172, 0.0006620232)
(155, 0.00066148443)
(79, 0.000632599)
(233, 0.00058219209)
(338, 0.0005686566)
(35, 0.00053665414)
(72, 0.00053016469)
(129, 0.00050118938)
(106, 0.00048072822)
(113, 0.00047581084)
(235, 0.00047541689)
(295, 0.00047325995)
(224, 0.00046941987)
(294, 0.00046941987)
(292, 0.00046412181)
(49, 0.00043743197)
(216, 0.00042687636)
(245, 0.00041813636)
(70, 0.00041309092)
(88, 0.00039651245)
(136, 0.00039293291)
(271, 0.00037592882)
(215, 0.0003631711)
(344, 0.00036152452)
(184, 0.00034401938)
(335, 0.00034126267)
(343, 0.00029459409)
(232, 0.00021218136)
(43, 0.00020445744)
(305, 0.00019733887)
(67, 0.00013559265)
(4, 0.00012469012)
(287, 0.000119715)
(115, 0.00011445023)
(331, 0.00010706857)
(262, 5.3190626e-05)
(265, 4.6481378e-05)
(22, 3.6000274e-05)
(192, 2.1073967e-05)
(340, 1.7056242e-05)
(78, 1.0829419e-05)
(1, 0.0)
(37, 0.0)
(64, 0.0)
(74, 0.0)
(89, 0.0)
(91, 0.0)
(107, 0.0)
(121, 0.0)
(125, 0.0)
(157, 0.0)
(173, 0.0)
(289, 0.0)
(293, 0.0)
(323, 0.0)
(329, 0.0)
(336, 0.0)
(210, -1.1292286e-06)
(68, -7.6331198e-06)
(190, -1.9704923e-05)
(275, -5.3349882e-05)
(46, -5.5551063e-05)
(151, -5.5668876e-05)
(51, -6.9773756e-05)
(312, -7.5936317e-05)
(285, -9.3780458e-05)
(324, -9.5797703e-05)
(209, -0.00010636821)
(69, -0.00014027301)
(143, -0.00015791785)
(103, -0.00017105974)
(288, -0.00018257089)
(188, -0.00022898428)
(31, -0.00022932282)
(257, -0.00023202691)
(3, -0.00025928114)
(42, -0.00025988463)
(150, -0.0002811373)
(261, -0.00028681383)
(249, -0.00033548474)
(27, -0.00034654047)
(306, -0.00037731184)
(5, -0.0003984482)
(211, -0.00047078915)
(6, -0.00048210658)
(251, -0.00048250053)
(128, -0.00048697367)
(23, -0.00048854295)
(52, -0.0005054567)
(114, -0.00058610737)
(204, -0.00063419528)
(218, -0.00063627958)
(309, -0.00071853399)
(99, -0.00084514171)
(81, -0.00087863277)
(300, -0.00087913871)
(97, -0.0010002498)
(146, -0.0010050796)
(8, -0.0010428736)
(284, -0.0010643527)
(175, -0.0010667108)
(345, -0.0012307505)
(291, -0.0012377612)
(83, -0.0012622811)
(45, -0.001269307)
(346, -0.0012833932)
(126, -0.0013192762)
(50, -0.0013323759)
(290, -0.0014854567)
(29, -0.0014947187)
(208, -0.0015602633)
(137, -0.0015680818)
(302, -0.0015680818)
(266, -0.0015740469)
(94, -0.0016398877)
(55, -0.0016605705)
(250, -0.0017308556)
(200, -0.0018396168)
(59, -0.0018401686)
(2, -0.0018666098)
(93, -0.0018893029)
(166, -0.0019192083)
(183, -0.0019923598)
(15, -0.002012792)
(206, -0.002012792)
(316, -0.002012792)
(182, -0.0022291094)
(214, -0.0022774823)
(7, -0.0023144577)
(202, -0.0023538554)
(110, -0.0024431031)
(176, -0.0024664104)
(301, -0.0027086018)
(118, -0.0027160961)
(10, -0.0027875789)
(253, -0.0028609633)
(337, -0.002885907)
(193, -0.002915075)
(90, -0.0029399209)
(38, -0.00306293)
(164, -0.0031337515)
(255, -0.0031658579)
(199, -0.0031804256)
(334, -0.003181532)
(241, -0.0032797111)
(82, -0.0033196202)
(185, -0.0033702198)
(32, -0.003581671)
(234, -0.0037019486)
(264, -0.0037514025)
(178, -0.0037953723)
(212, -0.0037958641)
(109, -0.0039933361)
(238, -0.0041056061)
(327, -0.004162427)
(87, -0.0042160503)
(117, -0.0042909426)
(17, -0.0046228673)
(177, -0.0046984348)
(243, -0.0049442295)
(230, -0.0050586034)
(96, -0.0053823851)
(153, -0.0053848214)
(147, -0.0054893512)
(85, -0.0055679586)
(40, -0.0056409016)
(307, -0.0057813674)
(263, -0.0058723232)
(254, -0.0059316438)
(179, -0.0059851892)
(313, -0.0062266728)
(189, -0.0063969763)
(24, -0.0065514706)
(163, -0.0066778138)
(34, -0.0067568459)
(16, -0.0068515316)
(186, -0.0068742298)
(131, -0.0073156431)
(33, -0.0075081307)
(269, -0.0075570624)
(171, -0.008014895)
(127, -0.0081785172)
(219, -0.0085095614)
(205, -0.0092705227)
(276, -0.0096784784)
(270, -0.009682267)
(25, -0.0097838324)
(228, -0.0099457428)
(239, -0.010081597)
(231, -0.010676639)
(328, -0.011067936)
(203, -0.012162715)
(102, -0.012453496)
(322, -0.01266651)
(123, -0.013012143)
(21, -0.013038518)
(242, -0.013914894)
(303, -0.014378893)
(80, -0.014650371)
(133, -0.015343653)
(280, -0.015380822)
(248, -0.016225681)
(18, -0.016458735)
(75, -0.017284552)
(221, -0.018262215)
