,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas,
,'398747201662222336',1383874915,yocezto,"Pag-alis mo sa bansa, sama mo na rin si Napoles pls. @BagyongYoIanda",tl,14.57343263,120.9975392,,-32400,Alaska,,"['pag', 'alis', 'bansa', 'sama', 'rin', 'napoles', 'pls']",
,'398754619364368386',1383876684,Nikkiii_28,Hindi ko po alam kung bakit bitter ako-.-*Napoles style*,tl,14.96885916,120.63636188,EXOcytosises,-32400,Alaska,,"['hindi', 'alam', 'kung', 'bakit', 'bitter', 'ako-.-*napole', 'style']",
,'398757628060241920',1383877401,imemarchelle,"""@syakniJayR: @imemarchelle hindi ko po alam.. xD"" am I talking to Ms. Janett Napoles? Lol x)",tl,14.5862766,120.9772704,,28800,Hong Kong,,"['hindi', 'alam', 'talk', 'ms.', 'janett', 'napoles', 'lol']",
,'398761620823760896',1383878353,JiiinSanity,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,tl,14.43465058,120.95955713,Philippines,28800,Beijing,,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']",
,'398763748279603200',1383878860,_itzbmnlg,alam niyo kung bakit binabagyo Pilipinas ngayon? Napoles.,tl,14.4375615,120.9820776,Las Pias City,28800,Hong Kong,,"['alam', 'niyo', 'kung', 'bakit', 'binabagyo', 'pilipinas', 'ngayon', 'napole']",
,'398770926067519488',1383880572,HllryBrnsl,"Hindi ka si Napoles. Kaya pag tinanong kita, di ko tatanggapin ang sagot mong, "" Hindi ko alam.""",tl,14.55875584,120.99884805,Republic of the Philippines ,-25200,Mountain Time (US & Canada),,"['hindi', 'napoles', 'kaya', 'pag', 'tinanong', 'kita', 'tatanggapin', 'ang', 'sagot', 'mong', 'hindi', 'alam']",
,'398777229011722240',1383882074,iAmALLAN03,Sarado na daw ang Empire dahil kay Napoles? haha Lipat na kayo sa AIMGlobal! :))),tl,14.66483107,121.0382842,"New York, NY",28800,Hong Kong,,"['sarado', 'daw', 'ang', 'empire', 'dahil', 'kay', 'napoles', 'haha', 'lipat', 'kayo', 'aimglobal']",
,'398780531925475330',1383882862,aybheeeng,Bakit hindi na lang si Napoles ang tangayin ng hangin? Pffffft. #sorrynotsorry,tl,14.5499255,120.9980521,Philippines,28800,Singapore,,"['bakit', 'hindi', 'lang', 'napoles', 'ang', 'tangayin', 'hangin', 'pffffft', 'sorrynotsorry']",
,'398784729433911296',1383883863,itsbiellaa,@HaiyanYolanda: Si napoles lang sinadya ko dito.,tl,14.73908624,120.98774433,Earth ,-32400,Alaska,,"['napole', 'lang', 'sinadya', 'dito']",
,'398791402538024962',1383885454,darylbaes,@nathan_yell mayaman din ang bir at ang napoles #iinovokemyright,tl,14.58924129,120.99301126,Mahal Kong Maynila,-28800,Pacific Time (US & Canada),,"['mayaman', 'din', 'ang', 'bir', 'ang', 'napole', 'iinovokemyright']",
,'398797495616040960',1383886906,maanbolito,@StrongKane17 my god! Hahahah! Na-napoles? Demet!!!!!,tl,14.57853,121.05246,MNL PH,28800,Singapore,,"['god', 'hahahah', 'napole', 'demet']",
,'398805539557109762',1383888824,fervidharry,yung hangin parang si napoles nangnanakaw ng mabilis na internet connection hahahahahaha k,tl,14.06886578,121.33543396,0/4 0/5,-32400,Alaska,,"['yung', 'hangin', 'parang', 'napole', 'nangnanakaw', 'mabilis', 'internet', 'connection', 'hahahahahaha']",
