,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas,
,'398753948342812672',1383876524,HeyyREINAJOY,@aibielopez aww. Na-napoles!! Haha. Yung nagtrending ga 'to? Hahahaha.,tl,13.7760687,121.0617768,"Batangas City, PH",-21600,Central Time (US & Canada),,"['aww', 'napole', 'haha', 'yung', 'nagtrend', 'hahahaha']",
,'398757030199955456',1383877259,CheeckyTricia,"""@ShutangInaDre: Ang kagandahan mo parang JANET NAPOLES. ""Hindi ko alam!""""",tl,15.7560352,121.5541093,BLR,-32400,Alaska,,"['ang', 'kagandahan', 'parang', 'janet', 'napoles', 'hindi', 'alam']",
,'398761328317194241',1383878283,karlanobleza,"""@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles."" Yun naman pala eh go lang ng go",tl,14.437798,120.9771822,Somewhere in Neverland,28800,Hong Kong,,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole', 'yun', 'naman', 'pala', 'lang']",
,'398762984383578112',1383878678,maanrosas,Yolanda vs Napoles #dikoalam,id,14.62242724,120.98193375,Philippines,,,,"['yolanda', 'napoles', 'dikoalam']",
,'398769569105321985',1383880248,PantojaJames,Guys sabi ni yolanda kailangan daw ng alay na Baboy bago sya umalis!! Ialay si Napoles!!!!!!!!!!!,tl,13.9201448,120.7037165,Philippines,-25200,Arizona,,"['guy', 'sabi', 'yolanda', 'kailangan', 'daw', 'alay', 'baboy', 'bago', 'sya', 'umalis', 'ialay', 'napoles']",
,'398775925166194689',1383881764,sseyisthename,LOL NAPOLES http://t.co/FL9Wr1Iw0Z,tl,15.4086081,120.598596,"Tarlac, Philippines",7200,Athens,,"['lol', 'napoles']",
,'398779308312772608',1383882570,xtinejoiceortiz,Na Napoles ka na ba ?!,tl,15.3156121,120.8642845, 2  &  ,-32400,Alaska,,['napoles'],
,'398783628231974912',1383883600,edward_jr_noda,Pag napapag-uusapan yang pork barrel na yan natatawa na lang ako. Hahahaha! #YMMemories,tl,14.60414244,120.96408924,"Manila, Philippines",-28800,Pacific Time (US & Canada),,"['pag', 'napapag', 'uusapan', 'yang', 'pork', 'barrel', 'yan', 'natatawa', 'lang', 'ako', 'hahahaha', 'ymmemorie']",
,'398791031174340610',1383885365,supchaad,Si Napoles lang sinadya ko dito -Bagyong Yolanda ,tl,14.61272212,121.00023264,,-18000,Eastern Time (US & Canada),,"['napoles', 'lang', 'sinadya', 'dito', '-bagyong', 'yolanda']",
,'398795178464399360',1383886354,BeaaBiancaa,Wag sana matangay mga bahay ng mga taga visayas sana si napoles na lang =)) #badgirl #wagganon,tl,14.4166354,120.9780224,MNL ,-32400,Alaska,,"['wag', 'sana', 'matangay', 'mga', 'bahay', 'mga', 'taga', 'visayas', 'sana', 'napole', 'lang', 'badgirl', 'wagganon']",
,'398804519644958720',1383888581,akoanya,@emzeyohan: @akoanya I invoke my right against self-incrimination po! :D Napoles lang? Hahaha! Yawa ka bes,en,7.06298321,125.57564124,Davao City,28800,Hong Kong,,"['invoke', 'right', 'self', 'incrimination', 'napole', 'lang', 'hahaha', 'yawa', 'bes']",
,'398807571856764928',1383889309,meeyaaaa,@graceillealayon nag napoles BB cream bi ko.,tl,14.6034794,120.97810797,Brooklyn,-28800,Pacific Time (US & Canada),,"['nag', 'napole', 'cream']",
,'398812406966525952',1383890462,iamJohnLBondoc,@supsup010 @ChiliMedley @DOJPH @govph dapat itapon si Napoles kasama ng mga sangkot  sa mata ni Yolanda! #PatrolPork. #YolandaPH,tl,14.55825095,121.02304245,Makati City,28800,Singapore,,"['dapat', 'itapon', 'napoles', 'kasama', 'mga', 'sangkot', 'mata', 'yolanda', 'patrolpork', 'yolandaph']",
,'398820183076110336',1383892316,elyssaladub_,Ka Yolanda sana sa pag alis mo isama mo na po si Napoles. Thanks! Bye :),tl,14.29381459,121.45966021,MNL,-28800,Pacific Time (US & Canada),,"['yolanda', 'sana', 'pag', 'alis', 'isama', 'napoles', 'thank', 'bye']",
,'398829634730471424',1383894569,annieoreta,Game tayo!?Use Napoles in a sentence. XD         Answer: Hindi ko po alam                 Lech...,tl,14.46607077,121.04142208,Pque City,28800,Hong Kong,,"['game', 'tayo!?use', 'napoles', 'sentence', '        ', 'answer', 'hindi', 'alam', '                ', 'lech']",
,'398835036084264960',1383895857,genallyAllen,"Dear #Yolanda, go away and bring #Napoles with you. Bye! #SuperTyphoon #Goodnight #Iligan  @ http://t.co/fXEQiAu3Dn",en,8.23280244,124.24326413,"Brooklyn, New York",,,,"['dear', 'yolanda', 'away', 'bring', 'napole', 'bye', 'supertyphoon', 'goodnight', 'iligan']",
,'398862104813240320',1383902310,GDianneM,As usual! Hahah @DonyaInaLabyuuu: Anak. Alam kaya ni Napoles na andito na sa Pilipinas si Yolanda? Paki-explain! Labyu!,tl,14.63327823,121.00049772,Quezon City,,,,"['usual', 'hahah', 'anak', 'alam', 'kaya', 'napoles', 'andito', 'pilipinas', 'yolanda', 'paki', 'explain', 'labyu']",
,'398981993804750848',1383930894,krisyopanda,Yolanda and Napoles. Two chaotic bitches. lol,en,14.5409928,121.1486792,weed G,,,,"['yolanda', 'napoles', 'chaotic', 'bitch', 'lol']",
,'399013410009927681',1383938384,soteatrasadas,Same siguro kayo ng cream brand ni Napoles nu? Mag kasing kapal kaya kayo.,tl,14.64307188,121.07919779,Makati City,28800,Beijing,,"['siguro', 'kayo', 'cream', 'brand', 'napoles', 'mag', 'kas', 'kapal', 'kaya', 'kayo']",
,'399023164778246144',1383940710,romeorainer,YESTERDAY: Janet's self-destruction.TODAY: Yolanda's destruction.TOMORROW: Ariella's coronation.#YolandaPH #Napoles #MissUniverse,en,14.67440393,121.04365394,Philippines,28800,Hong Kong,,"['yesterday', 'janet', 'self', 'destruction', 'today', 'yolanda', 'destruction', 'tomorrow', 'ariella', 'coronation.#yolandaph', 'napole', 'missuniverse']",
,'398099524821868544',1383720497,BabyPatreng,Hintayin ko yung bagyo. :D,tl,14.87075316,120.46746787,,28800,Beijing,,"['hintayin', 'yung', 'bagyo']",
,'398100299748876288',1383720682,rachelannchua,Please don't come #yolanda,en,10.70774536,122.97550659,"Bacolod City, Philippines",7200,Athens,,"['not', 'come', 'yolanda']",
,'398101648020500480',1383721003,KrizzeehKrisel,Did it just start raining all of a suddenNo typhoon NO,en,14.4187953,120.9374393,,28800,Beijing,,"['start', 'rain', 'suddenno', 'typhoon']",
,'398102299454627841',1383721159,jasminetweeeets,Hy yolanda? Pag uli bi to sa inyo!,tl,10.73793847,122.54483085,"Paris, France",-25200,Arizona,,"['yolanda', 'pag', 'uli', 'inyo']",
